ASN/DN #,Country,Vendor,Shipment Mode,Fulfill Via,Managed By,Product Group,Vendor INCO Term,Manufacturing Site,S1_quote_to_po,S2_po_to_plan,S3_plan_to_actual,S4_actual_to_recorded,E2E_quote_to_recorded,PQ First Sent to Client Date_dt,PO Sent to Vendor Date_dt,Scheduled Delivery Date_dt,Delivered to Client Date_dt,Delivery Recorded Date_dt,po_absent_structural,pq_pre_process,Line Item Value,Line Item Quantity,freight_usd,weight_kg,n_lines,freight_stated,weight_stated,year,late,early_over_14,abs_dev,channel
DN-3419,Côte d'Ivoire,SCMS from RDC,Truck,From RDC,PMO - US,ARV,N/A - From RDC,"Strides, Bangalore, India.",,,14.0,18.0,143.0,2013-07-30,,2013-11-18,2013-12-02,2013-12-20,True,False,10704.0,4800,4017.7,216.0,1,True,True,2013,1,0,14.0,RDC (stock-held)
DN-3420,Côte d'Ivoire,SCMS from RDC,Truck,From RDC,PMO - US,ARV,N/A - From RDC,"Strides, Bangalore, India.",,,4.0,18.0,133.0,2013-08-09,,2013-11-28,2013-12-02,2013-12-20,True,False,3791.0,1700,1556.99,75.0,1,True,True,2013,1,0,4.0,RDC (stock-held)
DN-3421,Rwanda,SCMS from RDC,Truck,From RDC,PMO - US,ARV,N/A - From RDC,Hetero Unit III Hyderabad IN,,,-39.0,25.0,256.0,2013-05-06,,2014-01-31,2013-12-23,2014-01-17,True,False,284282.14,106939,,,3,False,False,2013,0,1,39.0,RDC (stock-held)
DN-3423,Burundi,SCMS from RDC,Air,From RDC,PMO - US,ARV,N/A - From RDC,"Aurobindo Unit III, India",,,48.0,7.0,308.0,2013-04-22,,2013-12-31,2014-02-17,2014-02-24,True,False,796.05,549,1530.81,201.0,1,True,True,2014,1,0,48.0,RDC (stock-held)
DN-3424,Rwanda,SCMS from RDC,Truck,From RDC,PMO - US,ARV,N/A - From RDC,"Aurobindo Unit III, India",,,68.0,19.0,294.0,2013-05-06,,2013-11-29,2014-02-05,2014-02-24,True,False,7587.85,5233,6638.3,1855.0,1,True,True,2014,1,0,68.0,RDC (stock-held)
DN-3425,Guyana,SCMS from RDC,Air,From RDC,PMO - US,ARV,N/A - From RDC,"Aurobindo Unit III, India",,,-29.0,18.0,157.0,2013-07-16,,2013-12-31,2013-12-02,2013-12-20,True,False,39022.07,3449,,,7,False,False,2013,0,1,29.0,RDC (stock-held)
DN-3426,"Congo, DRC",SCMS from RDC,Air,From RDC,PMO - US,ARV,N/A - From RDC,"Aurobindo Unit III, India",,,72.0,37.0,330.0,2013-04-08,,2013-11-15,2014-01-26,2014-03-04,True,False,11762.4,6032,16754.32,2572.0,1,True,True,2014,1,0,72.0,RDC (stock-held)
DN-3427,Mozambique,SCMS from RDC,Truck,From RDC,PMO - US,ARV,N/A - From RDC,Mylan (formerly Matrix) Nashik,,,0.0,16.0,318.0,2013-03-19,,2014-01-15,2014-01-15,2014-01-31,True,False,499966.0,44840,5419.21,5065.0,1,True,True,2014,0,0,0.0,RDC (stock-held)
DN-3428,Mozambique,SCMS from RDC,Truck,From RDC,PMO - US,ARV,N/A - From RDC,"Aurobindo Unit III, India",,,62.0,18.0,234.0,2013-06-28,,2013-11-29,2014-01-30,2014-02-17,True,False,424623.3,33965,,,4,False,False,2014,1,0,62.0,RDC (stock-held)
DN-3429,Mozambique,SCMS from RDC,Truck,From RDC,PMO - US,ARV,N/A - From RDC,Hetero Unit III Hyderabad IN,,,0.0,16.0,217.0,2013-06-28,,2014-01-15,2014-01-15,2014-01-31,True,False,12102.5,2575,5419.22,272.0,1,True,True,2014,0,0,0.0,RDC (stock-held)
DN-343,Zambia,SCMS from RDC,Not recorded,From RDC,PMO - US,ARV,N/A - From RDC,"Aurobindo Unit III, India",,,0.0,0.0,,,,2007-09-07,2007-09-07,2007-09-07,True,True,16500.0,1000,1886.39,355.0,1,True,True,2007,0,0,0.0,RDC (stock-held)
DN-3430,Côte d'Ivoire,SCMS from RDC,Truck,From RDC,PMO - US,ARV,N/A - From RDC,Mylan (formerly Matrix) Nashik,,,11.0,29.0,390.0,2012-12-14,,2013-11-29,2013-12-10,2014-01-08,True,False,37464.0,1784,3332.73,475.0,1,True,True,2013,1,0,11.0,RDC (stock-held)
DN-3431,Côte d'Ivoire,SCMS from RDC,Truck,From RDC,PMO - US,ARV,N/A - From RDC,"Aurobindo Unit III, India",,,7.0,29.0,261.0,2013-04-22,,2013-12-03,2013-12-10,2014-01-08,True,False,3900.0,2000,4747.87,736.0,1,True,True,2013,1,0,7.0,RDC (stock-held)
DN-3432,Zambia,SCMS from RDC,Truck,From RDC,PMO - US,ARV,N/A - From RDC,"Aurobindo Unit VII, IN",,,0.0,7.0,287.0,2013-04-19,,2014-01-24,2014-01-24,2014-01-31,True,False,3338884.2,271454,,,2,False,False,2014,0,0,0.0,RDC (stock-held)
DN-3433,Côte d'Ivoire,SCMS from RDC,Truck,From RDC,PMO - US,ARV,N/A - From RDC,"Aurobindo Unit III, India",,,0.0,29.0,162.0,2013-07-30,,2013-12-10,2013-12-10,2014-01-08,True,False,15950.0,11000,9378.14,3930.0,1,True,True,2013,0,0,0.0,RDC (stock-held)
DN-3434,Nigeria,SCMS from RDC,Air Charter,From RDC,PMO - US,ARV,N/A - From RDC,"Aurobindo Unit III, India",,,-35.0,9.0,266.0,2013-03-14,,2013-12-31,2013-11-26,2013-12-05,True,False,577725.72,67334,26340.0,8716.0,1,True,True,2013,0,1,35.0,RDC (stock-held)
DN-3435,Nigeria,SCMS from RDC,Air Charter,From RDC,PMO - US,ARV,N/A - From RDC,"Aurobindo Unit III, India",,,-66.0,9.0,121.0,2013-08-06,,2014-01-31,2013-11-26,2013-12-05,True,False,14459.48,6398,26340.0,394.0,1,True,True,2013,0,1,66.0,RDC (stock-held)
DN-3436,Nigeria,SCMS from RDC,Air Charter,From RDC,PMO - US,ARV,N/A - From RDC,Hetero Unit III Hyderabad IN,,,8.0,9.0,213.0,2013-05-06,,2013-11-18,2013-11-26,2013-12-05,True,False,1454372.55,130437,26340.0,18633.0,1,True,True,2013,1,0,8.0,RDC (stock-held)
DN-3437,Nigeria,SCMS from RDC,Air Charter,From RDC,PMO - US,ARV,N/A - From RDC,"Cipla, Goa, India",,,8.0,9.0,213.0,2013-05-06,,2013-11-18,2013-11-26,2013-12-05,True,False,1295245.38,150961,,,2,False,False,2013,1,0,8.0,RDC (stock-held)
DN-3438,Nigeria,SCMS from RDC,Air Charter,From RDC,PMO - US,ARV,N/A - From RDC,Hetero Unit III Hyderabad IN,,,8.0,9.0,213.0,2013-05-06,,2013-11-18,2013-11-26,2013-12-05,True,False,2230000.0,200000,26340.0,28992.0,1,True,True,2013,1,0,8.0,RDC (stock-held)
DN-3439,Mozambique,SCMS from RDC,Truck,From RDC,PMO - US,ARV,N/A - From RDC,"Aurobindo Unit III, India",,,-1.0,18.0,234.0,2013-06-28,,2014-01-31,2014-01-30,2014-02-17,True,False,354267.0,83650,,,2,False,False,2014,0,0,1.0,RDC (stock-held)
DN-344,Mozambique,SCMS from RDC,Air,From RDC,PMO - US,ARV,N/A - From RDC,"Aurobindo Unit III, India",,,0.0,0.0,,,,2007-10-05,2007-10-05,2007-10-05,True,True,140608.0,70200,,,2,False,False,2007,0,0,0.0,RDC (stock-held)
DN-3444,Nigeria,SCMS from RDC,Air Charter,From RDC,PMO - US,ARV,N/A - From RDC,Mylan (formerly Matrix) Nashik,,,-35.0,9.0,213.0,2013-05-06,,2013-12-31,2013-11-26,2013-12-05,True,False,272300.0,70000,26340.0,3922.0,1,True,True,2013,0,1,35.0,RDC (stock-held)
DN-3445,Rwanda,SCMS from RDC,Truck,From RDC,PMO - US,ARV,N/A - From RDC,ABBVIE Ludwigshafen Germany,,,-6.0,29.0,160.0,2013-08-02,,2013-12-17,2013-12-11,2014-01-09,True,False,226322.46,11193,33986.07,2518.0,1,True,True,2013,0,0,6.0,RDC (stock-held)
DN-3446,Côte d'Ivoire,SCMS from RDC,Air,From RDC,PMO - US,ARV,N/A - From RDC,Mylan (formerly Matrix) Nashik,,,0.0,14.0,161.0,2013-08-09,,2014-01-03,2014-01-03,2014-01-17,True,False,15590.36,3859,3128.55,242.0,1,True,True,2014,0,0,0.0,RDC (stock-held)
DN-3447,Côte d'Ivoire,SCMS from RDC,Truck,From RDC,PMO - US,ARV,N/A - From RDC,"Strides, Bangalore, India.",,,0.0,34.0,402.0,2012-12-14,,2013-12-17,2013-12-17,2014-01-20,True,False,16338.0,4200,1965.57,180.0,1,True,True,2013,0,0,0.0,RDC (stock-held)
DN-3448,Zambia,SCMS from RDC,Truck,From RDC,PMO - US,ARV,N/A - From RDC,"Strides, Bangalore, India.",,,0.0,8.0,348.0,2013-04-19,,2014-03-25,2014-03-25,2014-04-02,True,False,147738.31,37979,3526.69,1628.0,1,True,True,2014,0,0,0.0,RDC (stock-held)
DN-3453,Rwanda,SCMS from RDC,Truck,From RDC,PMO - US,ARV,N/A - From RDC,Mylan (formerly Matrix) Nashik,,,0.0,10.0,266.0,2013-05-06,,2014-01-17,2014-01-17,2014-01-27,True,False,719175.0,64500,11571.94,7248.0,1,True,True,2014,0,0,0.0,RDC (stock-held)
DN-3454,Tanzania,SCMS from RDC,Truck,From RDC,PMO - US,ARV,N/A - From RDC,Mylan (formerly Matrix) Nashik,,,-11.0,9.0,258.0,2013-05-16,,2014-01-31,2014-01-20,2014-01-29,True,False,828366.9500000001,74293,,,2,False,False,2014,0,0,11.0,RDC (stock-held)
DN-3456,Côte d'Ivoire,SCMS from RDC,Truck,From RDC,PMO - US,ARV,N/A - From RDC,"Aurobindo Unit III, India",,,-24.0,37.0,87.0,2013-10-25,,2014-01-07,2013-12-14,2014-01-20,True,False,0.0,1200,1532.73,80.0,1,True,True,2013,0,1,24.0,RDC (stock-held)
DN-3457,Zimbabwe,SCMS from RDC,Truck,From RDC,PMO - US,ARV,N/A - From RDC,"Strides, Bangalore, India.",,,-18.0,10.0,279.0,2013-04-19,,2014-01-31,2014-01-13,2014-01-23,True,False,703970.99,180739,,,3,False,False,2014,0,1,18.0,RDC (stock-held)
DN-3458,Tanzania,SCMS from RDC,Truck,From RDC,PMO - US,ARV,N/A - From RDC,"Aurobindo Unit III, India",,,56.0,16.0,252.0,2013-07-04,,2013-12-31,2014-02-25,2014-03-13,True,False,122988.65,25397,,,5,False,False,2014,1,0,56.0,RDC (stock-held)
DN-3459,Mozambique,SCMS from RDC,Truck,From RDC,PMO - US,ARV,N/A - From RDC,"Strides, Bangalore, India.",,,0.0,23.0,215.0,2013-06-28,,2014-01-06,2014-01-06,2014-01-29,True,False,512002.92,59674,7150.25,6959.0,1,True,True,2014,0,0,0.0,RDC (stock-held)
DN-3460,Zimbabwe,SCMS from RDC,Truck,From RDC,PMO - US,ARV,N/A - From RDC,Hetero Unit III Hyderabad IN,,,13.0,16.0,370.0,2013-01-24,,2013-12-31,2014-01-13,2014-01-29,True,False,189321.6,39360,10900.0,4174.0,1,True,True,2014,1,0,13.0,RDC (stock-held)
DN-3462,Haiti,SCMS from RDC,Air,From RDC,PMO - US,ARV,N/A - From RDC,Mylan (formerly Matrix) Nashik,,,3.0,21.0,56.0,2013-11-22,,2013-12-24,2013-12-27,2014-01-17,True,False,38195.2,1865,5819.7,497.0,1,True,True,2013,1,0,3.0,RDC (stock-held)
DN-3467,Haiti,SCMS from RDC,Air,From RDC,PMO - US,ARV,N/A - From RDC,"Cipla, Goa, India",,,7.0,17.0,187.0,2013-08-21,,2014-01-31,2014-02-07,2014-02-24,True,False,110.2,58,,,1,False,False,2014,1,0,7.0,RDC (stock-held)
DN-3468,Zimbabwe,SCMS from RDC,Truck,From RDC,PMO - US,ARV,N/A - From RDC,"Aurobindo Unit III, India",,,-18.0,16.0,285.0,2013-04-19,,2014-01-31,2014-01-13,2014-01-29,True,False,2050.91,241,7300.0,64.0,1,True,True,2014,0,1,18.0,RDC (stock-held)
DN-3469,Côte d'Ivoire,SCMS from RDC,Air,From RDC,PMO - US,ARV,N/A - From RDC,"Aurobindo Unit VII, IN",,,-37.0,35.0,164.0,2013-08-09,,2014-01-22,2013-12-16,2014-01-20,True,False,33511.0,7130,2431.39,669.0,1,True,True,2013,0,1,37.0,RDC (stock-held)
DN-3470,Côte d'Ivoire,SCMS from RDC,Air,From RDC,PMO - US,ARV,N/A - From RDC,"Strides, Bangalore, India.",,,0.0,35.0,164.0,2013-08-09,,2013-12-16,2013-12-16,2014-01-20,True,False,22562.0,5800,2431.36,248.0,1,True,True,2013,0,0,0.0,RDC (stock-held)
DN-3471,Côte d'Ivoire,SCMS from RDC,Air,From RDC,PMO - US,ARV,N/A - From RDC,"Cipla, Kurkumbh, India",,,0.0,6.0,167.0,2013-08-09,,2014-01-17,2014-01-17,2014-01-23,True,False,45796.8,9744,12924.8,989.0,1,True,True,2014,0,0,0.0,RDC (stock-held)
DN-3472,Côte d'Ivoire,SCMS from RDC,Air,From RDC,PMO - US,ARV,N/A - From RDC,"Cipla, Goa, India",,,-21.0,5.0,159.0,2013-08-09,,2014-01-31,2014-01-10,2014-01-15,True,False,8250.0,2200,3649.76,192.0,1,True,True,2014,0,1,21.0,RDC (stock-held)
DN-3475,Nigeria,SCMS from RDC,Air Charter,From RDC,PMO - US,ARV,N/A - From RDC,ABBVIE Ludwigshafen Germany,,,-21.0,5.0,321.0,2013-02-28,,2014-01-31,2014-01-10,2014-01-15,True,False,817595.7,40435,49199.75,9966.0,1,True,True,2014,0,1,21.0,RDC (stock-held)
DN-3476,Nigeria,SCMS from RDC,Air Charter,From RDC,PMO - US,ARV,N/A - From RDC,"Cipla, Goa, India",,,-7.0,6.0,255.0,2013-05-06,,2014-01-17,2014-01-10,2014-01-16,True,False,2076360.0,242000,,,2,False,False,2014,0,0,7.0,RDC (stock-held)
DN-3477,Tanzania,SCMS from RDC,Truck,From RDC,PMO - US,ARV,N/A - From RDC,"Cipla, Goa, India",,,35.0,5.0,251.0,2013-07-04,,2014-01-31,2014-03-07,2014-03-12,True,False,38097.3,13191,,,2,False,False,2014,1,0,35.0,RDC (stock-held)
DN-3479,Rwanda,SCMS from RDC,Truck,From RDC,PMO - US,ARV,N/A - From RDC,"Aurobindo Unit VII, IN",,,-8.0,8.0,182.0,2013-08-02,,2014-01-31,2014-01-23,2014-01-31,True,False,925450.0,83000,75824.42,10998.0,1,True,True,2014,0,0,8.0,RDC (stock-held)
DN-3480,Rwanda,SCMS from RDC,Truck,From RDC,PMO - US,ARV,N/A - From RDC,"Strides, Bangalore, India.",,,-9.0,9.0,270.0,2013-05-06,,2014-01-31,2014-01-22,2014-01-31,True,False,144640.0,64000,21032.82,3887.0,1,True,True,2014,0,0,9.0,RDC (stock-held)
DN-3481,Rwanda,SCMS from RDC,Truck,From RDC,PMO - US,ARV,N/A - From RDC,"Cipla, Goa, India",,,-21.0,21.0,182.0,2013-08-02,,2014-01-31,2014-01-10,2014-01-31,True,False,112000.0,16000,20049.08,1412.0,1,True,True,2014,0,1,21.0,RDC (stock-held)
DN-3483,Mozambique,SCMS from RDC,Truck,From RDC,PMO - US,ARV,N/A - From RDC,Mylan (formerly Matrix) Nashik,,,10.0,35.0,262.0,2013-06-28,,2014-01-31,2014-02-10,2014-03-17,True,False,1296133.06,140206,,,3,False,False,2014,1,0,10.0,RDC (stock-held)
DN-3484,Mozambique,SCMS from RDC,Truck,From RDC,PMO - US,ARV,N/A - From RDC,"Aurobindo Unit VII, IN",,,20.0,27.0,365.0,2013-03-19,,2014-01-31,2014-02-20,2014-03-19,True,False,892791.65,80071,7928.11,18838.0,1,True,True,2014,1,0,20.0,RDC (stock-held)
DN-3485,Mozambique,SCMS from RDC,Truck,From RDC,PMO - US,ARV,N/A - From RDC,"Aurobindo Unit VII, IN",,,8.0,7.0,381.0,2013-03-19,,2014-03-20,2014-03-28,2014-04-04,True,False,780500.0,70000,16813.62,18957.0,1,True,True,2014,1,0,8.0,RDC (stock-held)
DN-3486,Zimbabwe,SCMS from RDC,Truck,From RDC,PMO - US,ARV,N/A - From RDC,"Cipla, Goa, India",,,-4.0,37.0,334.0,2013-04-19,,2014-02-14,2014-02-10,2014-03-19,True,False,3153.75,841,1500.0,73.0,1,True,True,2014,0,0,4.0,RDC (stock-held)
DN-3487,Zimbabwe,SCMS from RDC,Truck,From RDC,PMO - US,ARV,N/A - From RDC,"Cipla, Kurkumbh, India",,,10.0,37.0,419.0,2013-01-24,,2014-01-31,2014-02-10,2014-03-19,True,False,41409.29,8609,15000.0,873.0,1,True,True,2014,1,0,10.0,RDC (stock-held)
DN-3488,Zimbabwe,SCMS from RDC,Truck,From RDC,PMO - US,ARV,N/A - From RDC,Mylan (formerly Matrix) Nashik,,,10.0,37.0,334.0,2013-04-19,,2014-01-31,2014-02-10,2014-03-19,True,False,432041.25,115211,15847.19,6428.0,1,True,True,2014,1,0,10.0,RDC (stock-held)
DN-3489,Nigeria,SCMS from RDC,Air Charter,From RDC,PMO - US,ARV,N/A - From RDC,Mylan (formerly Matrix) Nashik,,,-21.0,5.0,162.0,2013-08-06,,2014-01-31,2014-01-10,2014-01-15,True,False,24950.75,11605,49199.75,935.0,1,True,True,2014,0,1,21.0,RDC (stock-held)
DN-349,Côte d'Ivoire,SCMS from RDC,Not recorded,From RDC,PMO - US,ARV,N/A - From RDC,Roche Basel,,,0.0,0.0,,,,2007-09-12,2007-09-12,2007-09-12,True,True,43173.36,549,,,3,False,False,2007,0,0,0.0,RDC (stock-held)
DN-3491,Zambia,SCMS from RDC,Truck,From RDC,PMO - US,ARV,N/A - From RDC,"Aurobindo Unit III, India",,,-20.0,52.0,90.0,2013-12-17,,2014-02-13,2014-01-24,2014-03-17,True,False,35433.0,6350,1300.0,320.0,1,True,True,2014,0,1,20.0,RDC (stock-held)
DN-3492,Rwanda,SCMS from RDC,Truck,From RDC,PMO - US,ARV,N/A - From RDC,"Strides, Bangalore, India.",,,-3.0,10.0,79.0,2013-12-18,,2014-02-28,2014-02-25,2014-03-07,True,False,24049.8,2586,2737.75,164.0,1,True,True,2014,0,0,3.0,RDC (stock-held)
DN-3493,South Sudan,SCMS from RDC,Air,From RDC,PMO - US,ARV,N/A - From RDC,"Aurobindo Unit III, India",,,20.0,2.0,108.0,2013-10-28,,2014-01-22,2014-02-11,2014-02-13,True,False,39403.04,6290,,,4,False,False,2014,1,0,20.0,RDC (stock-held)
DN-3494,Nigeria,SCMS from RDC,Air Charter,From RDC,PMO - US,ARV,N/A - From RDC,Hetero Unit III Hyderabad IN,,,-7.0,5.0,254.0,2013-05-06,,2014-01-17,2014-01-10,2014-01-15,True,False,2787500.0,250000,,,2,False,False,2014,0,0,7.0,RDC (stock-held)
DN-3496,Zimbabwe,SCMS from RDC,Truck,From RDC,PMO - US,ARV,N/A - From RDC,"Aurobindo Unit VII, IN",,,10.0,37.0,334.0,2013-04-19,,2014-01-31,2014-02-10,2014-03-19,True,False,946800.0,90000,15847.18,24375.0,1,True,True,2014,1,0,10.0,RDC (stock-held)
DN-3497,Rwanda,SCMS from RDC,Truck,From RDC,PMO - US,ARV,N/A - From RDC,"Aurobindo Unit VII, IN",,,3.0,21.0,206.0,2013-08-02,,2014-01-31,2014-02-03,2014-02-24,True,False,366311.6,57836,,,3,False,False,2014,1,0,3.0,RDC (stock-held)
DN-3499,Tanzania,SCMS from RDC,Truck,From RDC,PMO - US,ARV,N/A - From RDC,"Aurobindo Unit III, India",,,40.0,5.0,256.0,2013-07-04,,2014-01-31,2014-03-12,2014-03-17,True,False,26000.0,20000,6010.2,3920.0,1,True,True,2014,1,0,40.0,RDC (stock-held)
DN-350,Côte d'Ivoire,SCMS from RDC,Not recorded,From RDC,PMO - US,ARV,N/A - From RDC,ABBVIE Ludwigshafen Germany,,,0.0,0.0,,,,2007-09-17,2007-09-17,2007-09-17,True,True,131520.0,3200,2717.0,749.0,1,True,True,2007,0,0,0.0,RDC (stock-held)
DN-3500,Tanzania,SCMS from RDC,Truck,From RDC,PMO - US,ARV,N/A - From RDC,"Strides, Bangalore, India.",,,35.0,5.0,251.0,2013-07-04,,2014-01-31,2014-03-07,2014-03-12,True,False,200842.8,21596,5033.8,1336.0,1,True,True,2014,1,0,35.0,RDC (stock-held)
DN-3501,Tanzania,SCMS from RDC,Truck,From RDC,PMO - US,ARV,N/A - From RDC,"Aurobindo Unit III, India",,,19.0,5.0,235.0,2013-07-04,,2014-01-31,2014-02-19,2014-02-24,True,False,133688.0,33422,,,2,False,False,2014,1,0,19.0,RDC (stock-held)
DN-3502,Uganda,SCMS from RDC,Truck,From RDC,PMO - US,ARV,N/A - From RDC,"Aurobindo Unit III, India",,,-1.0,4.0,181.0,2013-08-06,,2014-01-31,2014-01-30,2014-02-03,True,False,58870.5,45285,5458.45,8998.0,1,True,True,2014,0,0,1.0,RDC (stock-held)
DN-3503,Uganda,SCMS from RDC,Truck,From RDC,PMO - US,ARV,N/A - From RDC,"Aurobindo Unit III, India",,,-29.0,4.0,110.0,2013-10-16,,2014-02-28,2014-01-30,2014-02-03,True,False,19500.0,15000,5458.46,2978.0,1,True,True,2014,0,1,29.0,RDC (stock-held)
DN-3504,Côte d'Ivoire,SCMS from RDC,Air,From RDC,PMO - US,ARV,N/A - From RDC,"Aurobindo Unit III, India",,,-13.0,45.0,207.0,2013-08-09,,2014-01-31,2014-01-18,2014-03-04,True,False,34560.0,16000,,,2,False,False,2014,0,0,13.0,RDC (stock-held)
DN-3505,Tanzania,SCMS from RDC,Truck,From RDC,PMO - US,ARV,N/A - From RDC,ABBVIE Ludwigshafen Germany,,,19.0,5.0,235.0,2013-07-04,,2014-01-31,2014-02-19,2014-02-24,True,False,688525.12,33662,,,2,False,False,2014,1,0,19.0,RDC (stock-held)
DN-3509,Côte d'Ivoire,SCMS from RDC,Truck,From RDC,PMO - US,ARV,N/A - From RDC,"Aurobindo Unit III, India",,,12.0,20.0,445.0,2012-12-14,,2014-01-31,2014-02-12,2014-03-04,True,False,8800.0,2200,2151.95,105.0,1,True,True,2014,1,0,12.0,RDC (stock-held)
DN-351,Zambia,SCMS from RDC,Not recorded,From RDC,PMO - US,ARV,N/A - From RDC,"Aurobindo Unit III, India",,,0.0,0.0,,,,2007-09-12,2007-09-12,2007-09-12,True,True,17024.0,1064,944.21,128.0,1,True,True,2007,0,0,0.0,RDC (stock-held)
DN-3510,Côte d'Ivoire,SCMS from RDC,Truck,From RDC,PMO - US,ARV,N/A - From RDC,Mylan (formerly Matrix) Nashik,,,17.0,17.0,316.0,2013-04-22,,2014-01-29,2014-02-15,2014-03-04,True,False,418611.2,20440,23701.58,5450.0,1,True,True,2014,1,0,17.0,RDC (stock-held)
DN-3511,Côte d'Ivoire,SCMS from RDC,Air,From RDC,PMO - US,ARV,N/A - From RDC,"Aurobindo Unit III, India",,,18.0,14.0,207.0,2013-08-09,,2014-01-31,2014-02-18,2014-03-04,True,False,38000.0,9500,3051.95,449.0,1,True,True,2014,1,0,18.0,RDC (stock-held)
DN-3512,Côte d'Ivoire,SCMS from RDC,Truck,From RDC,PMO - US,ARV,N/A - From RDC,Hetero Unit III Hyderabad IN,,,3.0,14.0,316.0,2013-04-22,,2014-02-15,2014-02-18,2014-03-04,True,False,549043.7,50510,18278.07,6766.0,1,True,True,2014,1,0,3.0,RDC (stock-held)
DN-3513,"Congo, DRC",SCMS from RDC,Air,From RDC,PMO - US,ARV,N/A - From RDC,"Aurobindo Unit III, India",,,0.0,33.0,381.0,2013-04-12,,2014-03-26,2014-03-26,2014-04-28,True,False,20.0,5,,,1,False,False,2014,0,0,0.0,RDC (stock-held)
DN-3514,"Congo, DRC",SCMS from RDC,Air,From RDC,PMO - US,ARV,N/A - From RDC,Mylan (formerly Matrix) Nashik,,,0.0,33.0,262.0,2013-08-09,,2014-03-26,2014-03-26,2014-04-28,True,False,47104.0,2300,4676.4,613.0,1,True,True,2014,0,0,0.0,RDC (stock-held)
DN-3515,Uganda,SCMS from RDC,Air,From RDC,PMO - US,ARV,N/A - From RDC,"Aurobindo Unit III, India",,,17.0,15.0,300.0,2013-05-08,,2014-01-31,2014-02-17,2014-03-04,True,False,5784.0,1446,790.29,68.0,1,True,True,2014,1,0,17.0,RDC (stock-held)
DN-3516,Uganda,SCMS from RDC,Air,From RDC,PMO - US,ARV,N/A - From RDC,"Aurobindo Unit III, India",,,17.0,15.0,300.0,2013-05-08,,2014-01-31,2014-02-17,2014-03-04,True,False,7456.0,1864,790.29,89.0,1,True,True,2014,1,0,17.0,RDC (stock-held)
DN-3517,Côte d'Ivoire,SCMS from RDC,Truck,From RDC,PMO - US,ARV,N/A - From RDC,Hetero Unit III Hyderabad IN,,,-5.0,27.0,445.0,2012-12-14,,2014-02-10,2014-02-05,2014-03-04,True,False,773962.0,93700,42859.56,12220.0,1,True,True,2014,0,0,5.0,RDC (stock-held)
DN-3518,Rwanda,SCMS from RDC,Truck,From RDC,PMO - US,ARV,N/A - From RDC,Mylan (formerly Matrix) Nashik,,,3.0,21.0,294.0,2013-05-06,,2014-01-31,2014-02-03,2014-02-24,True,False,1297551.9,119370,13380.52,13429.0,1,True,True,2014,1,0,3.0,RDC (stock-held)
DN-352,Rwanda,SCMS from RDC,Air,From RDC,PMO - US,HRDT,N/A - From RDC,Premier Med. Corp Ltd. India,,,0.0,0.0,,,,2007-09-14,2007-09-14,2007-09-14,True,True,31069.5,1883,4436.76,752.0,1,True,True,2007,0,0,0.0,RDC (stock-held)
DN-3520,Rwanda,SCMS from RDC,Truck,From RDC,PMO - US,ARV,N/A - From RDC,"Cipla, Goa, India",,,25.0,15.0,222.0,2013-08-02,,2014-01-31,2014-02-25,2014-03-12,True,False,57878.0,8600,9828.73,770.0,1,True,True,2014,1,0,25.0,RDC (stock-held)
DN-3521,Zimbabwe,SCMS from RDC,Air,From RDC,PMO - US,ARV,N/A - From RDC,"Aurobindo Unit III, India",,,12.0,13.0,97.0,2013-11-19,,2014-01-30,2014-02-11,2014-02-24,True,False,8352.0,2088,2021.95,102.0,1,True,True,2014,1,0,12.0,RDC (stock-held)
DN-3525,Mozambique,SCMS from RDC,Truck,From RDC,PMO - US,ARV,N/A - From RDC,"Strides, Bangalore, India.",,,20.0,27.0,264.0,2013-06-28,,2014-01-31,2014-02-20,2014-03-19,True,False,357428.16000000003,82738,,,2,False,False,2014,1,0,20.0,RDC (stock-held)
DN-3526,Mozambique,SCMS from RDC,Truck,From RDC,PMO - US,ARV,N/A - From RDC,Hetero Unit III Hyderabad IN,,,-18.0,27.0,264.0,2013-06-28,,2014-03-10,2014-02-20,2014-03-19,True,False,1848715.25,170075,,,2,False,False,2014,0,1,18.0,RDC (stock-held)
DN-3527,Uganda,SCMS from RDC,Air,From RDC,PMO - US,ARV,N/A - From RDC,"Strides, Bangalore, India.",,,-7.0,42.0,170.0,2013-10-16,,2014-02-28,2014-02-21,2014-04-04,True,False,53830.94,23819,8854.24,1447.0,1,True,True,2014,0,0,7.0,RDC (stock-held)
DN-353,Zambia,SCMS from RDC,Not recorded,From RDC,PMO - US,ARV,N/A - From RDC,"Aurobindo Unit III, India",,,0.0,0.0,,,,2007-09-14,2007-09-14,2007-09-14,True,True,13122.5,9050,5181.0,1084.0,1,True,True,2007,0,0,0.0,RDC (stock-held)
DN-3530,Côte d'Ivoire,SCMS from RDC,Air,From RDC,PMO - US,ARV,N/A - From RDC,"Aurobindo Unit III, India",,,13.0,19.0,207.0,2013-08-09,,2014-01-31,2014-02-13,2014-03-04,True,False,82402.0,11900,,,2,False,False,2014,1,0,13.0,RDC (stock-held)
